Id,Target
sitting_VID_20210813_122137,2
sitting_021sit_front,2
running_023run_front,1
sitting_022sit_side,2
standing_itching_01,3
standing_024stand_side,3
sitting_032sit_front,2
grazing_39side,0
grazing_sitting11,0
standing_043_stand_side,3
sitting_033sit_side,2
standing_027_stand_Side,3
standing_VID_20210815_133251,3
grazing_51side,0
running_011run_front,1
grazing_005front,0
standing_021stand_front,3
sitting_034sit_side,2
grazing_26side,0
sitting_005sit_side,2
standing_014stand_front,3
standing_010stand_side,3
standing_stand_to_sit_transitionnn,3
standing_039_stand_front,3
grazing_019side,0
walking_020_walk_side,4
running_010run_front,1
standing_012stand_side,3
walking_004walk_side,4
grazing_003front,0
grazing_27side,0
running_021_run_side,1
running_007run_front,1
running_006run_front,1
sitting_055_sit_side,2
standing_038_stand_side,3
running_017run_front,1
walking_004walk_front,4
standing_stand_to_sit_transition_01,3
standing_033stand_front,3
running_031_run_side,1
standing_sheep_watering_4,3
grazing_sitting5,0
grazing_sitting4,0
grazing_006side,0
grazing_37side,0
standing_033_stand_side,3
running_026_run_side,1
running_020_run_side,1
standing_sheep_watering_6,3
