category,rank,source_class,source_relative_path,output_relative_path,leaf_area_ratio,disease_ratio,background_complexity_score,occlusion_score
healthy_leaves,40,Pepper__bell___healthy,Pepper__bell___healthy/565744a9-b6ab-46c2-bc42-f92731c6ff4c___JR_HL 7850.JPG,selected_dataset/healthy_leaves/040__Pepper_bell_healthy__565744a9-b6ab-46c2-bc42-f92731c6ff4c_JR_HL_7850.jpg,0.6565399169921875,0.02668092128198573,0.44570394794653867,0.23157206291584265
healthy_leaves,41,Potato___healthy,Potato___healthy/e693354a-053c-4093-8642-cc8f5f9eb2cc___RS_HL 1746.JPG,selected_dataset/healthy_leaves/041__Potato_healthy__e693354a-053c-4093-8642-cc8f5f9eb2cc_RS_HL_1746.jpg,0.4842529296875,0.0,0.18897408344724004,0.08590208689094957
healthy_leaves,42,Tomato_healthy,Tomato_healthy/1e8c2c4d-e787-45ff-87ac-56484ac8d3d4___GH_HL Leaf 472.JPG,selected_dataset/healthy_leaves/042__Tomato_healthy__1e8c2c4d-e787-45ff-87ac-56484ac8d3d4_GH_HL_Leaf_472.jpg,0.4944915771484375,0.0,0.4848698580255194,0.07553958724859729
healthy_leaves,43,Pepper__bell___healthy,Pepper__bell___healthy/f4c9f089-0129-4aee-968a-d3348b5a2145___JR_HL 7647.JPG,selected_dataset/healthy_leaves/043__Pepper_bell_healthy__f4c9f089-0129-4aee-968a-d3348b5a2145_JR_HL_7647.jpg,0.6376800537109375,0.02727860065564356,0.43145877847890807,0.22988112937189512
healthy_leaves,44,Potato___healthy,Potato___healthy/bb328d40-e4e6-4b84-a92a-e7cb3922c19d___RS_HL 1829.JPG,selected_dataset/healthy_leaves/044__Potato_healthy__bb328d40-e4e6-4b84-a92a-e7cb3922c19d_RS_HL_1829.jpg,0.519866943359375,0.021719988259465806,0.33019207649244364,0.231666175242344
healthy_leaves,45,Tomato_healthy,Tomato_healthy/b6fa2d79-dac1-42c6-a074-9d013843bb11___GH_HL Leaf 276.1.JPG,selected_dataset/healthy_leaves/045__Tomato_healthy__b6fa2d79-dac1-42c6-a074-9d013843bb11_GH_HL_Leaf_276.1.jpg,0.5150604248046875,0.0,0.5500915311937447,0.07572131693888065
healthy_leaves,46,Pepper__bell___healthy,Pepper__bell___healthy/2a510a2e-0e15-4ee3-9a66-a7bc27710c91___JR_HL 7704.JPG,selected_dataset/healthy_leaves/046__Pepper_bell_healthy__2a510a2e-0e15-4ee3-9a66-a7bc27710c91_JR_HL_7704.jpg,0.615997314453125,0.023705722070844686,0.30770898354451903,0.2488765767721662
healthy_leaves,47,Potato___healthy,Potato___healthy/d227e4c8-e203-4aa4-b813-25b96baa2869___RS_HL 1831.JPG,selected_dataset/healthy_leaves/047__Potato_healthy__d227e4c8-e203-4aa4-b813-25b96baa2869_RS_HL_1831.jpg,0.515625,0.17548532196969696,0.21790256713475653,0.07493844470546925
healthy_leaves,48,Tomato_healthy,Tomato_healthy/8c4cf935-765a-4689-a093-08e8c64fb124___GH_HL Leaf 369.JPG,selected_dataset/healthy_leaves/048__Tomato_healthy__8c4cf935-765a-4689-a093-08e8c64fb124_GH_HL_Leaf_369.jpg,0.4398956298828125,0.0,0.31312401611927654,0.08390154431928512
healthy_leaves,49,Pepper__bell___healthy,Pepper__bell___healthy/55e00e04-c002-48cb-b163-a7b0826e3106___JR_HL 7649.JPG,selected_dataset/healthy_leaves/049__Pepper_bell_healthy__55e00e04-c002-48cb-b163-a7b0826e3106_JR_HL_7649.jpg,0.6348114013671875,0.012114510972766387,0.4008616151279447,0.23821642097667795
healthy_leaves,50,Potato___healthy,Potato___healthy/762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL 5417.JPG,selected_dataset/healthy_leaves/050__Potato_healthy__762672f4-17e6-4fd6-84f1-3bcb091b3ca5_RS_HL_5417.jpg,0.5055084228515625,0.015092517130006942,0.28888327656844515,0.07139328030537043
healthy_leaves,51,Tomato_healthy,Tomato_healthy/0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG,selected_dataset/healthy_leaves/051__Tomato_healthy__0184dc6b-bfc1-4515-ac59-bbadaf524e1a_GH_HL_Leaf_422.1.jpg,0.447601318359375,0.0,0.24044294089348578,0.11071842599287433
healthy_leaves,52,Pepper__bell___healthy,Pepper__bell___healthy/e2181b5a-c576-48d9-8e03-ab8a9c6ff952___JR_HL 7812.JPG,selected_dataset/healthy_leaves/052__Pepper_bell_healthy__e2181b5a-c576-48d9-8e03-ab8a9c6ff952_JR_HL_7812.jpg,0.65411376953125,0.09939815246804143,0.3949134215696586,0.25480978950533995
healthy_leaves,53,Potato___healthy,Potato___healthy/0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,selected_dataset/healthy_leaves/053__Potato_healthy__0be9d721-82f5-42c3-b535-7494afe01dbe_RS_HL_1814.jpg,0.5534820556640625,0.053235188707854326,0.4650150412952021,0.49230197223545297
healthy_leaves,54,Tomato_healthy,Tomato_healthy/c4a30e2a-f520-4cdc-a58d-7ea1eb7c22e6___GH_HL Leaf 454.JPG,selected_dataset/healthy_leaves/054__Tomato_healthy__c4a30e2a-f520-4cdc-a58d-7ea1eb7c22e6_GH_HL_Leaf_454.jpg,0.4641265869140625,0.0,0.3491668709015476,0.0945025170700976
healthy_leaves,55,Pepper__bell___healthy,Pepper__bell___healthy/5ee3b3d6-51d7-4106-a7be-c194dd0b762a___JR_HL 7656.JPG,selected_dataset/healthy_leaves/055__Pepper_bell_healthy__5ee3b3d6-51d7-4106-a7be-c194dd0b762a_JR_HL_7656.jpg,0.6026458740234375,0.048689707557918724,0.3514914492066742,0.2330166885043818
healthy_leaves,56,Potato___healthy,Potato___healthy/20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,selected_dataset/healthy_leaves/056__Potato_healthy__20ac28d6-5708-4e31-8676-1b1979de094f_RS_HL_1735.jpg,0.548126220703125,0.08966649963810479,0.2837135448473527,0.2515608480587793
healthy_leaves,57,Tomato_healthy,Tomato_healthy/87a77f4d-38bd-42dc-bdd3-5f2a1fa95ca7___GH_HL Leaf 469.3.JPG,selected_dataset/healthy_leaves/057__Tomato_healthy__87a77f4d-38bd-42dc-bdd3-5f2a1fa95ca7_GH_HL_Leaf_469.3.jpg,0.3945159912109375,0.004757300328756527,0.19414019021797918,0.09652838989403978
healthy_leaves,58,Pepper__bell___healthy,Pepper__bell___healthy/2a5eb7c8-4c8b-43a6-9448-b3983beef06c___JR_HL 8248.JPG,selected_dataset/healthy_leaves/058__Pepper_bell_healthy__2a5eb7c8-4c8b-43a6-9448-b3983beef06c_JR_HL_8248.jpg,0.5509033203125,0.0,0.2196466444283933,0.2352794406670745
healthy_leaves,59,Potato___healthy,Potato___healthy/43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968.JPG,selected_dataset/healthy_leaves/059__Potato_healthy__43fd6ace-3712-494a-9aba-de5482d22561_RS_HL_1968.jpg,0.60198974609375,0.0,0.5418256181233878,0.23112307456913336
healthy_leaves,60,Tomato_healthy,Tomato_healthy/b91da997-c7c4-44aa-b00c-e558887d0ba6___GH_HL Leaf 368.1.JPG,selected_dataset/healthy_leaves/060__Tomato_healthy__b91da997-c7c4-44aa-b00c-e558887d0ba6_GH_HL_Leaf_368.1.jpg,0.4558258056640625,0.0,0.322407881791653,0.2556733267068613
healthy_leaves,61,Pepper__bell___healthy,Pepper__bell___healthy/83368e06-d46a-4f4b-972a-99b3a8db8963___JR_HL 7705.JPG,selected_dataset/healthy_leaves/061__Pepper_bell_healthy__83368e06-d46a-4f4b-972a-99b3a8db8963_JR_HL_7705.jpg,0.5992279052734375,0.030276794581243157,0.31073647069434396,0.24503794107579072
healthy_leaves,62,Potato___healthy,Potato___healthy/5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,selected_dataset/healthy_leaves/062__Potato_healthy__5df30492-0b54-474d-8883-bba9474ca88f_RS_HL_1801.jpg,0.50885009765625,0.02195034184958618,0.28551715624950186,0.08798336094937413
healthy_leaves,63,Tomato_healthy,Tomato_healthy/63612a6e-c1f1-4ae1-9741-52c28b264dfa___GH_HL Leaf 464.JPG,selected_dataset/healthy_leaves/063__Tomato_healthy__63612a6e-c1f1-4ae1-9741-52c28b264dfa_GH_HL_Leaf_464.jpg,0.453704833984375,0.03635568709221766,0.28535047347975495,0.10542298650887924
healthy_leaves,64,Pepper__bell___healthy,Pepper__bell___healthy/01d03cb9-4505-458c-a6dc-648dedccd71a___JR_HL 8474.JPG,selected_dataset/healthy_leaves/064__Pepper_bell_healthy__01d03cb9-4505-458c-a6dc-648dedccd71a_JR_HL_8474.jpg,0.5666046142578125,0.04448872970134382,0.23895169411084477,0.23648945068208374
healthy_leaves,65,Potato___healthy,Potato___healthy/71c06efe-089f-49b3-beed-095bd7640e32___RS_HL 1947.JPG,selected_dataset/healthy_leaves/065__Potato_healthy__71c06efe-089f-49b3-beed-095bd7640e32_RS_HL_1947.jpg,0.613067626953125,0.0,0.5863595667203138,0.23129463384702176
healthy_leaves,66,Tomato_healthy,Tomato_healthy/c52610f1-e253-49ac-bb6f-af3dc1d9c396___GH_HL Leaf 363.1.JPG,selected_dataset/healthy_leaves/066__Tomato_healthy__c52610f1-e253-49ac-bb6f-af3dc1d9c396_GH_HL_Leaf_363.1.jpg,0.404998779296875,0.014316931655489413,0.20710040496736765,0.10811549037332358
healthy_leaves,67,Pepper__bell___healthy,Pepper__bell___healthy/1518ab95-b80e-422f-bf88-d3b3a9fb7095___JR_HL 8009.JPG,selected_dataset/healthy_leaves/067__Pepper_bell_healthy__1518ab95-b80e-422f-bf88-d3b3a9fb7095_JR_HL_8009.jpg,0.659332275390625,0.1444110159685258,0.40308582107114954,0.2969558705682724
healthy_leaves,68,Potato___healthy,Potato___healthy/b8b7b98a-eb1a-4213-9b0b-aeef4df427e8___RS_HL 1858.JPG,selected_dataset/healthy_leaves/068__Potato_healthy__b8b7b98a-eb1a-4213-9b0b-aeef4df427e8_RS_HL_1858.jpg,0.5981597900390625,0.0,0.5277278868906423,0.23874617886049695
healthy_leaves,69,Tomato_healthy,Tomato_healthy/2f07c3a8-90db-4d61-b8e3-55b3c016c510___GH_HL Leaf 382.1.JPG,selected_dataset/healthy_leaves/069__Tomato_healthy__2f07c3a8-90db-4d61-b8e3-55b3c016c510_GH_HL_Leaf_382.1.jpg,0.458892822265625,0.0,0.33250430943811204,0.09607267311151824
healthy_leaves,70,Pepper__bell___healthy,Pepper__bell___healthy/dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d___JR_HL 8752.JPG,selected_dataset/healthy_leaves/070__Pepper_bell_healthy__dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d_JR_HL_8752.jpg,0.566802978515625,0.004764981424648684,0.1858329649709966,0.27904845250441335
healthy_leaves,71,Potato___healthy,Potato___healthy/bf2bffbb-cd8f-4d36-bd58-847808397c75___RS_HL 1786.JPG,selected_dataset/healthy_leaves/071__Potato_healthy__bf2bffbb-cd8f-4d36-bd58-847808397c75_RS_HL_1786.jpg,0.4716339111328125,0.02750008088259083,0.1985109633988425,0.24956757945771607
healthy_leaves,72,Tomato_healthy,Tomato_healthy/7a73a7f9-27e3-4898-be48-97ddcaa094a4___GH_HL Leaf 381.JPG,selected_dataset/healthy_leaves/072__Tomato_healthy__7a73a7f9-27e3-4898-be48-97ddcaa094a4_GH_HL_Leaf_381.jpg,0.45013427734375,0.0,0.35985993477503075,0.09183645127088448
healthy_leaves,73,Pepper__bell___healthy,Pepper__bell___healthy/c242dc1e-a2ab-4b51-8a81-0e6e1c8df833___JR_HL 7629.JPG,selected_dataset/healthy_leaves/073__Pepper_bell_healthy__c242dc1e-a2ab-4b51-8a81-0e6e1c8df833_JR_HL_7629.jpg,0.59649658203125,0.037859408574644426,0.3201651586108517,0.24184796237267758
healthy_leaves,74,Potato___healthy,Potato___healthy/2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,selected_dataset/healthy_leaves/074__Potato_healthy__2dee1571-ef6b-40ef-8c46-334e89aad3f1_RS_HL_1950.jpg,0.523284912109375,0.006677552924709861,0.38292347554215667,0.24159838823056104
healthy_leaves,75,Tomato_healthy,Tomato_healthy/28200010-ba2b-41f7-9dff-94d86019488e___GH_HL Leaf 366.JPG,selected_dataset/healthy_leaves/075__Tomato_healthy__28200010-ba2b-41f7-9dff-94d86019488e_GH_HL_Leaf_366.jpg,0.4733734130859375,0.004093736904877026,0.4026960154270909,0.09198187200109086
healthy_leaves,76,Pepper__bell___healthy,Pepper__bell___healthy/ae63319c-d90a-4fbe-b11a-cbc8b2a1db23___JR_HL 8669.JPG,selected_dataset/healthy_leaves/076__Pepper_bell_healthy__ae63319c-d90a-4fbe-b11a-cbc8b2a1db23_JR_HL_8669.jpg,0.558258056640625,0.0,0.24975880552944985,0.23314979773385275
healthy_leaves,77,Potato___healthy,Potato___healthy/1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,selected_dataset/healthy_leaves/077__Potato_healthy__1a1184f8-c414-4ead-a4c4-41ae78e29a82_RS_HL_1971.jpg,0.5508270263671875,0.01473725033934458,0.4322075780977931,0.2390236530687729
healthy_leaves,78,Tomato_healthy,Tomato_healthy/eb047146-6e86-44bf-a9b5-f668cb2f301b___GH_HL Leaf 225.1.JPG,selected_dataset/healthy_leaves/078__Tomato_healthy__eb047146-6e86-44bf-a9b5-f668cb2f301b_GH_HL_Leaf_225.1.jpg,0.46661376953125,0.0,0.3951885194771778,0.09820764581023535
healthy_leaves,79,Pepper__bell___healthy,Pepper__bell___healthy/ee475461-4920-4243-bacd-7a2aa297c80e___JR_HL 7611.JPG,selected_dataset/healthy_leaves/079__Pepper_bell_healthy__ee475461-4920-4243-bacd-7a2aa297c80e_JR_HL_7611.jpg,0.583038330078125,0.04480502486260141,0.27339979379591745,0.2535970214363317
healthy_leaves,80,Potato___healthy,Potato___healthy/683b04ad-7941-4819-9965-ba32c725eb22___RS_HL 1861.JPG,selected_dataset/healthy_leaves/080__Potato_healthy__683b04ad-7941-4819-9965-ba32c725eb22_RS_HL_1861.jpg,0.551849365234375,0.0,0.5157984852427144,0.23454263081072124
