source_class,source_file_name,source_relative_path,assigned_categories,image_width,image_height,is_healthy_class,leaf_area_ratio,leaf_component_count,largest_leaf_component_ratio,leaf_bbox_fill_ratio,disease_ratio,largest_disease_component_ratio,disease_component_count,background_color_std,background_edge_density,background_entropy,background_complexity_score,simple_background_score,border_touch_ratio,convexity_defect_score,bbox_fill_ratio,occlusion_score,healthy_score,small_disease_score,large_disease_score,multiple_leaves_score
Pepper__bell___Bacterial_spot,02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B.Spot 8971.JPG,Pepper__bell___Bacterial_spot/02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B.Spot 8971.JPG,,256,256,False,0.4965362548828125,1,0.4965362548828125,0.5450677966101695,0.026643311514704525,0.01634860637349805,3,31.266687393188477,0.18148204273374755,6.273907842429074,0.46377064840020155,0.5362293515997985,0.35,0.0788422153158701,0.5450677966101695,0.27608121603852065,0.5642898030182972,0.8940551919117421,0.02355489997234258,1.1241340637207031
Pepper__bell___Bacterial_spot,032aa7c4-0a95-4f09-b0bb-1242f4f32d82___NREC_B.Spot 1889.JPG,Pepper__bell___Bacterial_spot/032aa7c4-0a95-4f09-b0bb-1242f4f32d82___NREC_B.Spot 1889.JPG,,256,256,False,0.5005035400390625,1,0.5005035400390625,0.5917519239474875,0.25822383463918785,0.09923477942745648,6,42.228031158447266,0.22086451809989308,6.9139656536038,0.6651264852820439,0.3348735147179561,0.35,0.04802202283849921,0.5917519239474875,0.25595732320397724,0.5143168934841225,-1.4037305773197977,0.21052711807566843,1.1251258850097656
Pepper__bell___Bacterial_spot,03bb7042-3fd5-42e1-aa2c-d51d6843704c___JR_B.Spot 8925.JPG,Pepper__bell___Bacterial_spot/03bb7042-3fd5-42e1-aa2c-d51d6843704c___JR_B.Spot 8925.JPG,,256,256,False,0.4879150390625,1,0.4879150390625,0.5312625050020008,0.11217788341255942,0.03952964723542657,6,52.90065383911133,0.10402264600715137,6.065507654128112,0.49141276323575483,0.5085872367642452,0.35,0.1266343228352932,0.5312625050020008,0.29556951199195247,0.5428770528402183,1.0303686097906761,0.09038341255941956,1.121978759765625
Pepper__bell___Bacterial_spot,0448a226-3d3a-494d-a026-a92b048689c7___JR_B.Spot 8897.JPG,Pepper__bell___Bacterial_spot/0448a226-3d3a-494d-a026-a92b048689c7___JR_B.Spot 8897.JPG,,256,256,False,0.5469818115234375,1,0.5469818115234375,0.620305042539946,0.11086004407621279,0.028203196920244374,12,46.37199783325195,0.14722624541075818,6.3911548161698235,0.5409658059689073,0.4590341940310927,0.35,0.1555194575888128,0.620305042539946,0.2878708016480953,0.5819389102191306,1.0523325987297867,0.08606298992942227,1.1367454528808594
Pepper__bell___Bacterial_spot,0495b4d4-66a4-438c-862d-c483f08e4a95___JR_B.Spot 3288.JPG,Pepper__bell___Bacterial_spot/0495b4d4-66a4-438c-862d-c483f08e4a95___JR_B.Spot 3288.JPG,partial_occlusions,256,256,False,0.520904541015625,1,0.520904541015625,0.5497042181069959,0.08456851602319995,0.04976858632608823,5,36.258392333984375,0.03312312886171094,5.633644887536647,0.25120136937534177,0.7487986306246582,0.6536494731468074,0.10273801870826393,0.5497042181069959,0.4201597258425566,0.6131359725063918,1.3405247329466674,0.07412853711406643,1.1302261352539062
Pepper__bell___Bacterial_spot,04d46cfb-9cc8-4083-82af-ca2bb57c8182___NREC_B.Spot 1814.JPG,Pepper__bell___Bacterial_spot/04d46cfb-9cc8-4083-82af-ca2bb57c8182___NREC_B.Spot 1814.JPG,,256,256,False,0.5380401611328125,1,0.5380401611328125,0.6592753519103706,0.44354953064291996,0.2807634497036386,11,65.68128204345703,0.11854665565648224,6.848144232911365,0.6989969295916373,0.3010030704083627,0.35,0.0954351735520903,0.6592753519103706,0.2590472403611575,0.5227825715047388,-4.492492177381999,0.3947137063611355,1.1345100402832031
Pepper__bell___Bacterial_spot,05287bcb-610b-440f-9337-c4ce98bc3bbe___JR_B.Spot 3327.JPG,Pepper__bell___Bacterial_spot/05287bcb-610b-440f-9337-c4ce98bc3bbe___JR_B.Spot 3327.JPG,,256,256,False,0.59228515625,1,0.59228515625,0.6219032258064516,0.04407976092333059,0.014401277823577906,6,41.896541595458984,0.1909056886227545,6.88051976039484,0.6273661693383717,0.37263383066162825,0.35,0.07653250625696051,0.6219032258064516,0.25990573202864586,0.5921229168041056,1.6346626820555097,0.03517621599340478,1.1480712890625
Pepper__bell___Bacterial_spot,0558ff5a-45c7-4ea0-9479-3f71f0048208___JR_B.Spot 3183.JPG,Pepper__bell___Bacterial_spot/0558ff5a-45c7-4ea0-9479-3f71f0048208___JR_B.Spot 3183.JPG,,256,256,False,0.4938507080078125,1,0.4938507080078125,0.5513362068965517,0.2586744940522169,0.13088212575312838,6,42.14352798461914,0.16270236049561365,7.0541142019099246,0.6245937982586065,0.3754062017413935,0.35,0.10297768489557768,0.5513362068965517,0.28327494833414185,0.5092806612707106,-1.411241567536948,0.2203367835624903,1.1234626770019531
Pepper__bell___Bacterial_spot,055a84c4-8286-4b44-816a-66b82d3bd4bc___NREC_B.Spot 9105.JPG,Pepper__bell___Bacterial_spot/055a84c4-8286-4b44-816a-66b82d3bd4bc___NREC_B.Spot 9105.JPG,,256,256,False,0.495513916015625,1,0.495513916015625,0.6124128312412831,0.20561064236004187,0.09096507975611258,9,54.71842575073242,0.16550722884278024,7.085092187991362,0.7116577655098463,0.2883422344901537,0.35,0.06745104702034577,0.6124128312412831,0.25862530020886443,0.5131918526793786,-0.5268440393340312,0.17121697357886306,1.1238784790039062
Pepper__bell___Bacterial_spot,0576dd21-3958-46a5-ab99-f9865371bd1a___NREC_B.Spot 1957.JPG,Pepper__bell___Bacterial_spot/0576dd21-3958-46a5-ab99-f9865371bd1a___NREC_B.Spot 1957.JPG,partial_occlusions,256,256,False,0.3928375244140625,1,0.3928375244140625,0.42485553987771285,0.32884055156341035,0.21355603029714507,10,42.9320068359375,0.19077178256389635,6.6719158730597155,0.6040638883328281,0.3959361116671719,0.35,0.2821055021784482,0.42485553987771285,0.3712658177869143,0.42929393813284966,-2.580675859390173,0.29425519518353077,1.0982093811035156
Pepper__bell___Bacterial_spot,05af15b5-fbda-4dab-a4ba-c783d531d24d___JR_B.Spot 3150.JPG,Pepper__bell___Bacterial_spot/05af15b5-fbda-4dab-a4ba-c783d531d24d___JR_B.Spot 3150.JPG,,256,256,False,0.4280548095703125,1,0.4280548095703125,0.5597905177696079,0.2690621323922575,0.26318040851245855,2,42.29637145996094,0.09908491849638502,6.393167161697282,0.4657637713559859,0.5342362286440141,0.35,0.11944277108433732,0.5597905177696079,0.2873468663255965,0.5125133262386197,-2.184368873204292,0.2672976152283178,1.1070137023925781
Pepper__bell___Bacterial_spot,05c6ea65-cce4-43da-b57b-a45321b0e51b___NREC_B.Spot 9048.JPG,Pepper__bell___Bacterial_spot/05c6ea65-cce4-43da-b57b-a45321b0e51b___NREC_B.Spot 9048.JPG,,256,256,False,0.4695281982421875,1,0.4695281982421875,0.5948414061605405,0.3099996750186864,0.16811283351207307,7,56.99169921875,0.19191715806126852,6.7816762299577285,0.7100626954956438,0.2899373045043562,0.35,0.11945927620984831,0.5948414061605405,0.2803424654413388,0.4869855341481221,-2.2666612503114405,0.2674336225667024,1.1173820495605469
Pepper__bell___Bacterial_spot,0694ee73-2dbc-4583-9d2d-2b053ef0475b___NREC_B.Spot 1798.JPG,Pepper__bell___Bacterial_spot/0694ee73-2dbc-4583-9d2d-2b053ef0475b___NREC_B.Spot 1798.JPG,,256,256,False,0.4981689453125,1,0.4981689453125,0.6066154970760234,0.30099852977211466,0.17495711835334476,6,58.275516510009766,0.1580819751885186,6.709249749261776,0.672994771267964,0.32700522873203597,0.35,0.08215125120973321,0.6066154970760234,0.26492983850820195,0.5111310924288266,-2.1166421628685783,0.2631861063464837,1.124542236328125
Pepper__bell___Bacterial_spot,06d752a4-d4a5-439e-b374-231a2cc64032___NREC_B.Spot 1868.JPG,Pepper__bell___Bacterial_spot/06d752a4-d4a5-439e-b374-231a2cc64032___NREC_B.Spot 1868.JPG,,256,256,False,0.5053558349609375,1,0.5053558349609375,0.5751402524544179,0.3926748996044567,0.2083094296325372,7,56.855533599853516,0.16007033346700805,6.959031146986698,0.7016392902583635,0.29836070974163653,0.35,0.1642422235243166,0.5751402524544179,0.2999567277426272,0.491599840833908,-3.644581660074278,0.3373652586128808,1.1263389587402344
Pepper__bell___Bacterial_spot,0705b53e-4c54-4fce-9bc0-833db0619f3d___JR_B.Spot 9068.JPG,Pepper__bell___Bacterial_spot/0705b53e-4c54-4fce-9bc0-833db0619f3d___JR_B.Spot 9068.JPG,small_diseased_regions,256,256,False,0.5155181884765625,1,0.5155181884765625,0.5640553537799301,0.06434808346899512,0.02027527009027675,7,17.974266052246094,0.20846587509054834,5.974588671290831,0.3646253885447586,0.6353746114552414,0.35,0.06961489925254127,0.5640553537799301,0.26905414398240346,0.5936371372035845,1.8275319421834144,0.051126239455379606,1.1288795471191406
Pepper__bell___Bacterial_spot,0719e8e8-c1ae-4d5a-b29c-dbadc36d13f3___NREC_B.Spot 1947.JPG,Pepper__bell___Bacterial_spot/0719e8e8-c1ae-4d5a-b29c-dbadc36d13f3___NREC_B.Spot 1947.JPG,,256,256,False,0.4822235107421875,1,0.4822235107421875,0.543301724137931,0.23608518178653926,0.1285004588172009,8,46.30413818359375,0.23401998054990716,6.653760244653623,0.6674577719622737,0.33254222803772626,0.35,0.07983530682863438,0.543301724137931,0.27678201256243584,0.49572593829735845,-1.0347530297756546,0.20380976489573774,1.1205558776855469
Pepper__bell___Bacterial_spot,0726c166-3471-41a8-8fe6-18600e89e802___NREC_B.Spot 1812.JPG,Pepper__bell___Bacterial_spot/0726c166-3471-41a8-8fe6-18600e89e802___NREC_B.Spot 1812.JPG,,256,256,False,0.4384307861328125,1,0.4229278564453125,0.6730494657332351,0.33216162600494203,0.16761215327323983,8,56.685882568359375,0.18104502350351873,6.9776251643007665,0.7248406661924034,0.2751593338075966,0.35,0.08370824385120623,0.6730494657332351,0.2521879922012752,0.4873719243540996,-2.636027100082367,0.28279678418543136,1.1057319641113281
Pepper__bell___Bacterial_spot,080b107a-192f-40ce-8942-d8ccca8dfc52___NREC_B.Spot 1872.JPG,Pepper__bell___Bacterial_spot/080b107a-192f-40ce-8942-d8ccca8dfc52___NREC_B.Spot 1872.JPG,,256,256,False,0.5348663330078125,1,0.5348663330078125,0.5909837592507917,0.1695147348301144,0.06878155935297978,4,52.76424789428711,0.18515238001509038,6.833859071735391,0.6837121893569362,0.31628781064306377,0.35,0.0809081092470173,0.5909837592507917,0.2676210863862977,0.534741878311815,-0.2252455805019068,0.139294782186974,1.1337165832519531
Pepper__bell___Bacterial_spot,08485974-1e38-4e34-b296-fadd9cc26942___NREC_B.Spot 9193.JPG,Pepper__bell___Bacterial_spot/08485974-1e38-4e34-b296-fadd9cc26942___NREC_B.Spot 9193.JPG,,256,256,False,0.3993682861328125,1,0.3993682861328125,0.6125710227272727,0.19940396591907691,0.06785618767432086,9,37.72624588012695,0.24091151589055712,6.886802627795179,0.6533730138134338,0.3466269861865662,0.0,0.0560531163927549,0.6125710227272727,0.09710438619200967,0.4822434850869894,-0.4233994319846155,0.15993963244565007,1.0998420715332031
Pepper__bell___Bacterial_spot,09035eae-2a1c-4718-8877-5270a1fe8462___JR_B.Spot 3280.JPG,Pepper__bell___Bacterial_spot/09035eae-2a1c-4718-8877-5270a1fe8462___JR_B.Spot 3280.JPG,,256,256,False,0.5912017822265625,1,0.5912017822265625,0.6327614986695754,0.1789908375274229,0.1615950445218738,5,64.13257598876953,0.10537120674853495,6.549305977000097,0.6329963566228716,0.36700364337712843,0.35,0.09752734301338861,0.6327614986695754,0.2650822703207709,0.5797328215920303,-0.23318062545704832,0.17377209962575815,1.1478004455566406
Pepper__bell___Bacterial_spot,0915c9a9-25b0-4728-be01-86e5cecb57df___NREC_B.Spot 1816.JPG,Pepper__bell___Bacterial_spot/0915c9a9-25b0-4728-be01-86e5cecb57df___NREC_B.Spot 1816.JPG,,256,256,False,0.4668426513671875,1,0.4668426513671875,0.6070460704607046,0.3579669880699461,0.16172577218499753,9,64.02307891845703,0.21410377493489025,7.022581990753787,0.8118718548230919,0.18812814517690812,0.35,0.16756561459650576,0.6070460704607046,0.2947387510166361,0.46366964095879754,-3.0661164678324355,0.2990946233044615,1.1167106628417969
Pepper__bell___Bacterial_spot,092b3e29-d29a-482f-9207-3cd5fbed6710___JR_B.Spot 3238.JPG,Pepper__bell___Bacterial_spot/092b3e29-d29a-482f-9207-3cd5fbed6710___JR_B.Spot 3238.JPG,small_diseased_regions,256,256,False,0.5318756103515625,1,0.5318756103515625,0.594029825044772,0.05579940901397137,0.019651719884097887,6,40.127655029296875,0.0751980181883373,6.5039342185840905,0.44316586097730315,0.5568341390226969,0.35,0.10787990069307951,0.594029825044772,0.27645200023362343,0.5936383678225384,1.829990150232856,0.04495510227500932,1.1329689025878906
Pepper__bell___Bacterial_spot,09ae534a-e931-4f83-8545-cf330dfebae9___NREC_B.Spot 9210.JPG,Pepper__bell___Bacterial_spot/09ae534a-e931-4f83-8545-cf330dfebae9___NREC_B.Spot 9210.JPG,large_diseased_regions,256,256,False,0.3996734619140625,1,0.3996734619140625,0.6360216998191681,0.46909479631962736,0.4611537433665483,2,45.6680793762207,0.2300536308873243,6.681057707285332,0.6632244267830897,0.3367755732169103,0.0,0.06646140779275933,0.6360216998191681,0.09605715276363214,0.45930411782753955,-5.518246605327123,0.4667124804337036,1.0999183654785156
Pepper__bell___Bacterial_spot,0a0dbf1f-1131-496f-b337-169ec6693e6f___NREC_B.Spot 9241.JPG,Pepper__bell___Bacterial_spot/0a0dbf1f-1131-496f-b337-169ec6693e6f___NREC_B.Spot 9241.JPG,,256,256,False,0.4380035400390625,1,0.4380035400390625,0.5677671068427371,0.11611217557916739,0.0441734889392092,7,40.04887008666992,0.2284488610138199,6.8158353796126105,0.6451391901863844,0.35486080981361556,0.35,0.09654722297394103,0.5677671068427371,0.2777381066723319,0.4984043141330688,0.9647970736805433,0.09453056958717992,1.1095008850097656
Pepper__bell___Bacterial_spot,0a4c007d-41ab-4659-99cb-8a4ae4d07a55___NREC_B.Spot 1954.JPG,Pepper__bell___Bacterial_spot/0a4c007d-41ab-4659-99cb-8a4ae4d07a55___NREC_B.Spot 1954.JPG,,256,256,False,0.5052490234375,1,0.5052490234375,0.6448234251560232,0.2674559072239671,0.15885479584440687,7,52.14081954956055,0.15241796200345423,6.753487931959523,0.6345501901080659,0.3654498098919341,0.35,0.06264218171851443,0.6448234251560232,0.2504600785702754,0.5349122880918709,-1.5575984537327856,0.23487557381009905,1.126312255859375
Pepper__bell___Bacterial_spot,0a9cfb27-280e-475a-bbb4-8eeaeff38b8c___NREC_B.Spot 9177.JPG,Pepper__bell___Bacterial_spot/0a9cfb27-280e-475a-bbb4-8eeaeff38b8c___NREC_B.Spot 9177.JPG,,256,256,False,0.468109130859375,1,0.468109130859375,0.6383502777486637,0.10251646130777756,0.030673446769672076,9,50.55949020385742,0.19817545470193357,7.11764392914303,0.7236036847599449,0.27639631524005515,0.35,0.04217843269850752,0.6383502777486637,0.2445923958947449,0.5152642952411179,1.1913923115370406,0.08096355694634591,1.1170272827148438
Pepper__bell___Bacterial_spot,0abffc81-6be8-4b17-a83c-4d2830e30382___JR_B.Spot 9076.JPG,Pepper__bell___Bacterial_spot/0abffc81-6be8-4b17-a83c-4d2830e30382___JR_B.Spot 9076.JPG,,256,256,False,0.59356689453125,1,0.59356689453125,0.6162109375,0.014267352185089975,0.010231362467866325,2,44.08660888671875,0.1858011713470491,6.120841496893903,0.52771877925448,0.47228122074552004,0.37972824091076013,0.09331605912490426,0.6162109375,0.2802961416035586,0.6141873458446575,0.537789203084833,0.01305655526992288,1.1483917236328125
Pepper__bell___Bacterial_spot,0b27c03f-b3bc-4d96-9b76-6fbd779404b9___NREC_B.Spot 1799.JPG,Pepper__bell___Bacterial_spot/0b27c03f-b3bc-4d96-9b76-6fbd779404b9___NREC_B.Spot 1799.JPG,large_diseased_regions,256,256,False,0.532562255859375,1,0.532562255859375,0.6020123530583782,0.5423184917769756,0.5423184917769756,1,62.559879302978516,0.11359926878631586,6.814576403679929,0.6693137185098543,0.3306862814901457,0.35,0.09550596834345726,0.6020123530583782,0.2705246183085344,0.5020615105216448,-6.88864152961626,0.5423184917769756,1.1331405639648438
Pepper__bell___Bacterial_spot,0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG,Pepper__bell___Bacterial_spot/0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG,,256,256,False,0.6058349609375,1,0.6058349609375,0.7264874551971326,0.24196554503324602,0.21048257102558937,6,74.10253143310547,0.1008052028491793,6.533405149396931,0.636074853319209,0.363925146680791,0.35,0.10579256187409014,0.7264874551971326,0.24922990561650502,0.6028360710539917,-1.132759083887434,0.23252065283094903,1.151458740234375
Pepper__bell___Bacterial_spot,0bd0f439-013b-40ed-a6d1-4e67e971d437___JR_B.Spot 3272.JPG,Pepper__bell___Bacterial_spot/0bd0f439-013b-40ed-a6d1-4e67e971d437___JR_B.Spot 3272.JPG,,256,256,False,0.577545166015625,1,0.577545166015625,0.6188936072157483,0.18961690885072655,0.1718097754293263,5,69.6841812133789,0.08979267499819403,6.400546983517859,0.6057838401947748,0.3942161598052252,0.35,0.10224668131028558,0.6188936072157483,0.2695076170154503,0.5745002675869407,-0.41028181417877585,0.18427476882430646,1.1443862915039062
Pepper__bell___Bacterial_spot,0c1eb1fd-9e3a-4396-81bc-7d1d3eccc5ed___JR_B.Spot 3369.JPG,Pepper__bell___Bacterial_spot/0c1eb1fd-9e3a-4396-81bc-7d1d3eccc5ed___JR_B.Spot 3369.JPG,simple_backgrounds,256,256,False,0.6399688720703125,1,0.6399688720703125,0.634368896484375,0.07334112205240695,0.021959419184091937,10,14.749463081359863,0.000508582326764145,5.60363996725354,0.07691668681705595,0.923083313182944,0.574276108955778,0.07399322879543835,0.634368896484375,0.3574480998116285,0.7238607669840824,1.6776479657932173,0.05792661119191244,1.1599922180175781
Pepper__bell___Bacterial_spot,0c2392f6-3e69-4baf-b9f3-197623f6631a___JR_B.Spot 3176.JPG,Pepper__bell___Bacterial_spot/0c2392f6-3e69-4baf-b9f3-197623f6631a___JR_B.Spot 3176.JPG,,256,256,False,0.5247039794921875,1,0.5247039794921875,0.5991887516277761,0.10791869020269287,0.03233780207636607,12,58.446533203125,0.027448714244438024,6.842189208195279,0.5583294498250578,0.44167055017494217,0.35,0.1112691680261011,0.5991887516277761,0.2766064584835802,0.5634562196931475,1.101355163288452,0.08524442376479482,1.1311759948730469
Pepper__bell___Bacterial_spot,0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244.JPG,Pepper__bell___Bacterial_spot/0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244.JPG,,256,256,False,0.53680419921875,1,0.53680419921875,0.5573042840749713,0.20073905628197838,0.08331438317225696,7,43.63132095336914,0.18217156410594282,6.8174876210886195,0.6203794208078024,0.3796205791921976,0.35,0.12559389847461866,0.5573042840749713,0.28999700765112224,0.536738170877422,-0.4456509380329732,0.16551165434906195,1.1342010498046875
Pepper__bell___Bacterial_spot,0c6f6805-490e-438c-b9cd-3fd7ee29f31b___NREC_B.Spot 9123.JPG,Pepper__bell___Bacterial_spot/0c6f6805-490e-438c-b9cd-3fd7ee29f31b___NREC_B.Spot 9123.JPG,,256,256,False,0.450714111328125,1,0.450714111328125,0.5974974670719352,0.2364750490893087,0.20255264405172999,7,45.90754318237305,0.17481526751486193,6.961529552009477,0.6477611186130767,0.3522388813869233,0.35,0.05224672152224219,0.5974974670719352,0.25628685911839777,0.49899598823409386,-1.0412508181551452,0.22629832757803509,1.1126785278320312
Pepper__bell___Bacterial_spot,0c99cb45-b4e0-4ade-bba5-fab3b678f0bb___JR_B.Spot 8912.JPG,Pepper__bell___Bacterial_spot/0c99cb45-b4e0-4ade-bba5-fab3b678f0bb___JR_B.Spot 8912.JPG,,256,256,False,0.508514404296875,1,0.508514404296875,0.5887247470295808,0.24722438936566044,0.12893836644061693,6,28.50714874267578,0.17550450170754425,5.93276956401853,0.39148328840347346,0.6085167115965265,0.35,0.1155017612628122,0.5887247470295808,0.2801806670360681,0.5729935720737281,-1.220406489427674,0.21173858248814736,1.1271286010742188
Pepper__bell___Bacterial_spot,0ce74db6-be9b-4c43-a104-6a3f9bcd2de2___NREC_B.Spot 1827.JPG,Pepper__bell___Bacterial_spot/0ce74db6-be9b-4c43-a104-6a3f9bcd2de2___NREC_B.Spot 1827.JPG,partial_occlusions,256,256,False,0.435699462890625,1,0.42828369140625,0.49889470727862434,0.20042726062898367,0.06086712894865868,13,73.75000762939453,0.0470499161754367,6.595053552353333,0.5894337189086799,0.4105662810913201,0.35,0.2998830320136293,0.49889470727862434,0.3626801197490454,0.4828589652758031,-0.4404543438163948,0.15855922112488616,1.1070709228515625
Pepper__bell___Bacterial_spot,0d2635e7-df23-4ceb-b3ba-3af50bb58357___NREC_B.Spot 1874.JPG,Pepper__bell___Bacterial_spot/0d2635e7-df23-4ceb-b3ba-3af50bb58357___NREC_B.Spot 1874.JPG,,256,256,False,0.57843017578125,1,0.57843017578125,0.6364936985596708,0.29323625619921917,0.13324364250290177,6,50.24448013305664,0.29582307803677427,7.177931787519423,0.8308839548209952,0.1691160451790048,0.35,0.050616218289934345,0.6364936985596708,0.24791693668954284,0.5239165871573592,-1.987270936653653,0.24523847209032393,1.1446075439453125
